"1997","174.54975","-4.09","0.235","172.263","176.576","9","1","0.3430524884985363","0.005","1.0","8.49178429527393","-295.897","362.827"
"2004","404.94975","-21.597","0.503","365.244","103.187","2","1","0.22663018843901056","0.001","1.0","13.263182327476498","-176.044","376.922"
"1989","166.47791","-8.432","0.0","163.074","143.712","1","0","0.5748164767331455","0.052","1.0","1.631240147198481","-134.877","297.553"
"1999","253.6224","-6.029","5.712","251.263","99.425","4","0","0.4556251999999986","0.008","1.0","3.202404400000006","-265.702","401.666"
"2006","351.32036","-7.544","0.0","346.006","134.122","4","1","0.5167689027856748","0.001","1.0","8.074514591624027","-273.998","302.192"
"2010","203.85914","-6.236","0.148","200.841","127.994","8","1","0.42042818831942735","0.009","1.0","7.947329658323411","-115.112","370.998"
"2005","103.83628","-16.057","0.467","93.919","112.466","5","1","0.27218699999999985","0.003","1.0","0.8142153333333326","-200.787","190.444"
"1995","298.31791","-8.743","3.587","290.911","109.298","8","1","0.3438040682414697","0.003","1.0","2.4861057086614258","-150.229","230.943"
"1989","244.47955","-13.838","0.0","240.611","146.125","0","1","0.3617515053763454","0.024","1.0","4.654101505376338","-112.082","236.384"
"2001","291.83955","-6.969","0.0","277.287","102.09","4","1","0.28427887700534765","0.001","1.0","-2.6663885918003642","-201.411","167.84"
"2000","199.00036","-4.887","0.142","189.417","91.072","9","1","0.4120816933169312","0.002","1.0","4.185773677736792","-226.975","442.128"
"2007","107.15383","-27.368","3.309","91.794","121.541","2","1","0.24633957219251335","0.002","1.0","-1.488909090909096","-178.535","167.616"
"2004","155.61098","-4.627","0.136","152.097","87.537","6","1","0.36468247863247844","0.016","1.0","9.254263675213679","-147.53","330.084"
"2007","185.15546","-5.774","2.781","178.318","140.216","1","1","0.4528272689251364","0.005","1.0","12.270709849435397","-108.037","495.699"
"2001","234.50077","-9.158","0.095","223.788","91.345","11","1","0.3305856245756961","0.001","1.0","0.9076552953156771","-213.513","194.148"
"2004","213.60281","-11.775","0.184","203.215","123.491","9","1","0.24611028958718442","0.002","1.0","-1.780706561922376","-172.712","171.13"
"2006","236.64281","-4.605","0.305","230.934","160.023","0","1","0.3527656633906653","0.002","1.0","4.988835687960707","-153.075","171.13"
"1966","160.33914","-5.327","0.316","154.987","88.82","4","1","0.38307784887263896","0.013","1.0","14.430028793418618","-220.624","440.516"
"1974","133.53751","-6.142","0.287","126.926","173.826","9","0","0.3115718170185534","0.004","1.0","3.107815419065902","-227.723","403.392"
"1997","190.4322","-12.598","2.815","182.277","199.682","7","1","0.21927014165559913","0.001","1.0","21.0467399291722","-216.014","250.17"
"2009","275.17342","-4.139","0.0","267.355","125.992","2","1","0.48079888268156473","0.025","1.0","7.243876536312861","-149.984","259.861"
"2000","183.92771","-6.044","0.0","176.483","208.358","0","0","0.3916309678819447","0.012","1.0","9.038847764756959","-274.164","247.181"
"2008","342.80444","-7.659","0.165","320.035","140.009","2","1","0.46714183145009197","0.01","1.0","7.256562558851239","-248.291","333.396"
"2000","294.50404","-10.217","0.264","269.41","151.185","7","0","0.2655538668320936","0.001","1.0","1.7871626344085982","-197.945","343.221"
"2005","210.57261","-8.181","0.148","203.401","209.751","2","1","0.33339450757575684","0.001","1.0","-2.3466041666666637","-267.806","171.13"
"1965","177.84118","-26.525","2.932","170.876","90.759","2","1","0.34566328032980004","0.012","1.0","2.8449458186101255","-155.65","171.082"
"1956","167.3922","-11.124","0.426","164.949","186.698","2","1","0.36548335567471096","0.01","1.0","-4.387102546916891","-262.363","313.477"
