"2004","412.49914","-3.89","0.223","412.499","145.029","6","0","0.49754690321416023","0.01","1.0","7.72750744853739","-266.37","395.905"
"2005","580.70159","-4.523","5.294","580.702","146.331","0","1","0.34371729849726773","0.004","1.0","3.3754281933060164","-235.827","127.289"
"2009","214.33424","-6.934","0.142","203.639","97.974","1","1","0.3993503120411163","0.005","1.0","3.146814151982389","-178.243","279.008"
"1990","238.34077","-8.831","0.102","227.347","96.928","5","1","0.2812941501103765","0.002","1.0","1.8835393671817502","-201.19","299.522"
"1975","127.65995","-11.829","0.427","114.347","119.257","5","1","0.29277104166666723","0.006","1.0","5.150343125000018","-375.263","171.13"
"1994","104.64608","-16.135","0.0","104.646","59.192","8","1","0.48353492484527","0.016","1.0","13.081310565870917","-179.661","322.37"
"2008","148.74077","-9.636","0.192","141.607","124.059","0","1","0.29988641755634693","0.001","1.0","2.0501505041518375","-140.58","275.256"
"2007","153.25995","-8.179","0.072","144.573","114.866","0","1","0.3061943798449614","0.007","1.0","2.0029705426356625","-211.899","195.977"
"1998","230.47791","-4.876","3.849","223.179","135.037","4","1","0.2959137115839248","0.005","1.0","10.952594917257667","-153.143","171.13"
"2005","278.83057","-4.19","0.194","262.484","92.001","11","1","0.4123821692220335","0.008","1.0","13.471255962521354","-173.927","232.243"
"1995","122.14812","-9.438","0.455","118.695","97.027","4","1","0.32201347517730566","0.005","1.0","12.327353723404205","-259.327","351.916"
"1998","70.86975","-12.412","0.322","67.239","120.133","4","1","0.3902745370370373","0.01","1.0","0.30404166666666566","-229.056","314.778"
"2004","218.90567","-4.707","0.0","209.2","157.715","0","0","0.44431866997108627","0.018","1.0","11.012296055349037","-219.468","420.304"
"2007","163.63057","-5.795","0.0","158.511","77.15","7","1","0.4743894811656006","0.032","1.0","6.915341151385925","-211.303","432.494"
"1982","247.562","-19.657","5.782","226.9","141.226","4","0","0.26315886605783695","0.001","1.0","-7.69527425799084","-222.067","148.902"
"1982","216.842","-4.264","0.0","213.02","92.897","10","1","0.4365718130921612","0.004","1.0","8.312120478036158","-231.707","375.162"
"1976","189.41342","-10.091","1.015","177.604","124.175","0","1","0.3527361319340332","0.016","1.0","4.59312906046975","-147.381","197.119"
"2003","271.80363","-7.804","0.491","261.277","120.567","0","0","0.401853967564437","0.006","1.0","3.2930736316246834","-202.64","331.693"
"2007","286.14485","-23.248","2.136","260.226","113.558","1","1","0.2470061378659116","0.001","1.0","-21.706131806735947","-295.052","177.594"
"2002","84.32281","-9.654","0.16","75.923","152.068","0","1","0.2563489952718678","0.001","1.0","-5.8632234042553195","-210.258","171.13"
"2003","235.65016","-7.58","0.0","232.321","123.986","11","0","0.3597980081716052","0.007","1.0","8.128671092952017","-299.958","200.469"
"1999","251.42812","-8.168","0.258","235.282","87.245","1","0","0.4693702321724723","0.005","1.0","4.226178524046445","-205.475","178.997"
"2009","202.26567","-12.805","0.142","189.968","85.916","5","1","0.2415316581487789","0.001","1.0","2.4799798409994245","-210.325","199.768"
"1998","312.99873","-13.885","0.0","296.316","86.981","4","0","0.29141766566766675","0.001","1.0","-1.030016150516137","-187.392","287.474"
"2008","236.32934","-12.871","0.0","230.121","165.588","8","1","0.3766757990867569","0.001","1.0","3.3050621707060115","-176.753","250.66"
"2008","303.56853","-5.762","0.374","291.689","126.106","8","1","0.31421897810219035","0.003","1.0","1.0046071573398168","-356.229","212.786"
"1979","215.01342","-14.212","0.136","195.158","63.973","0","1","0.2587230561970745","0.004","1.0","4.670846420323315","-182.382","203.445"
